review_id,restaurant_name,address,cuisine,price_range,dish_mentioned,review_text,rating,sentiment_label,sentiment_score,reviewer,visit_month,visit_year,tags
267,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Paratha,Such a hidden gem in Majhitar! The Paratha blew my mind. Prices are reasonable too.,5,positive,0.8646,Reviewer_0267,December,2022,"cheap, quick_bite, breakfast, traveler_friendly"
268,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Rajma Rice,Decent place for budget dining. The Rajma Rice was okay for the price. Not a memorable experience.,3,neutral,0.1042,Reviewer_0268,May,2023,"cheap, quick_bite, breakfast, traveler_friendly"
269,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Omelette,Food is neither great nor bad. The Omelette was standard. Would visit if nothing else is available.,3,neutral,0.0209,Reviewer_0269,April,2023,"cheap, quick_bite, breakfast, traveler_friendly"
270,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Rajma Rice,Wonderful experience. The Rajma Rice was delicious and the staff was very friendly and helpful.,4,positive,0.4002,Reviewer_0270,September,2022,"cheap, quick_bite, breakfast, traveler_friendly"
271,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Maggi,Such a hidden gem in Majhitar! The Maggi blew my mind. Prices are reasonable too.,5,positive,0.5689,Reviewer_0271,October,2025,"cheap, quick_bite, breakfast, traveler_friendly"
272,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Maggi,It was an okay experience. The Maggi tasted average. Good enough for a roadside stop.,3,neutral,-0.0689,Reviewer_0272,December,2025,"cheap, quick_bite, breakfast, traveler_friendly"
273,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Paratha,Absolutely loved the food here! The Paratha was outstanding and the service was very quick.,4,positive,0.6171,Reviewer_0273,October,2024,"cheap, quick_bite, breakfast, traveler_friendly"
274,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Omelette,We were a group of travelers and everyone enjoyed the meal. Omelette was the highlight. Great service.,4,positive,0.8365,Reviewer_0274,September,2023,"cheap, quick_bite, breakfast, traveler_friendly"
275,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Omelette,The Omelette was alright. Nothing special but satisfied the hunger. Service was average.,3,neutral,0.3328,Reviewer_0275,June,2025,"cheap, quick_bite, breakfast, traveler_friendly"
276,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Omelette,"Clean restaurant, friendly owner, and delicious Omelette. Totally worth it. Loved every bite.",4,positive,0.8501,Reviewer_0276,September,2025,"cheap, quick_bite, breakfast, traveler_friendly"
277,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Maggi,Wonderful experience. The Maggi was delicious and the staff was very friendly and helpful.,4,positive,0.881,Reviewer_0277,May,2022,"cheap, quick_bite, breakfast, traveler_friendly"
278,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Maggi,The Maggi was passable. I've had better Indian food elsewhere but this works in a pinch.,3,neutral,0.2871,Reviewer_0278,December,2022,"cheap, quick_bite, breakfast, traveler_friendly"
279,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Paratha,The food quality is excellent. Had Paratha and it was one of the best I've tasted in Sikkim.,4,positive,0.4045,Reviewer_0279,August,2023,"cheap, quick_bite, breakfast, traveler_friendly"
280,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Paratha,Decent place for budget dining. The Paratha was okay for the price. Not a memorable experience.,3,neutral,-0.1041,Reviewer_0280,June,2022,"cheap, quick_bite, breakfast, traveler_friendly"
281,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Maggi,Amazing ambiance and even better food! The Maggi was perfectly seasoned. A must visit in Majhitar.,4,positive,0.3846,Reviewer_0281,April,2025,"cheap, quick_bite, breakfast, traveler_friendly"
282,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Rajma Rice,Best Roadside food in Majhitar! The Rajma Rice was cooked to perfection. Highly recommend.,4,positive,0.5937,Reviewer_0282,February,2024,"cheap, quick_bite, breakfast, traveler_friendly"
283,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Rajma Rice,We were a group of travelers and everyone enjoyed the meal. Rajma Rice was the highlight. Great service.,5,positive,0.4449,Reviewer_0283,August,2023,"cheap, quick_bite, breakfast, traveler_friendly"
284,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Rajma Rice,The Rajma Rice was passable. I've had better Indian food elsewhere but this works in a pinch.,3,neutral,0.0743,Reviewer_0284,January,2024,"cheap, quick_bite, breakfast, traveler_friendly"
285,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Maggi,Great place to stop while traveling to Gangtok. The Maggi here is amazing. Will visit again.,5,positive,0.8927,Reviewer_0285,October,2025,"cheap, quick_bite, breakfast, traveler_friendly"
286,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Paratha,Terrible service and mediocre food. The Paratha took forever to arrive and was not worth it.,2,negative,-0.3403,Reviewer_0286,February,2022,"cheap, quick_bite, breakfast, traveler_friendly"
287,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Maggi,Food is neither great nor bad. The Maggi was standard. Would visit if nothing else is available.,3,neutral,0.0599,Reviewer_0287,February,2022,"cheap, quick_bite, breakfast, traveler_friendly"
288,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Maggi,Loved the cozy atmosphere and the delicious Maggi. The owner was very accommodating.,4,positive,0.9383,Reviewer_0288,January,2023,"cheap, quick_bite, breakfast, traveler_friendly"
289,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Omelette,Super tasty food! The Omelette was rich in flavors. Perfect stop for hungry travelers on NH10.,4,positive,0.4433,Reviewer_0289,October,2024,"cheap, quick_bite, breakfast, traveler_friendly"
290,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Paratha,Food is neither great nor bad. The Paratha was standard. Would visit if nothing else is available.,3,neutral,0.1353,Reviewer_0290,November,2022,"cheap, quick_bite, breakfast, traveler_friendly"
291,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Rajma Rice,Okay experience overall. The Rajma Rice lacked seasoning. Staff was polite but slow.,3,neutral,0.3373,Reviewer_0291,September,2022,"cheap, quick_bite, breakfast, traveler_friendly"
292,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Rajma Rice,Decent place for budget dining. The Rajma Rice was okay for the price. Not a memorable experience.,3,neutral,0.2867,Reviewer_0292,July,2024,"cheap, quick_bite, breakfast, traveler_friendly"
293,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Tea,The Tea was alright. Nothing special but satisfied the hunger. Service was average.,3,neutral,0.2237,Reviewer_0293,June,2023,"cheap, quick_bite, breakfast, traveler_friendly"
294,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Rajma Rice,Super tasty food! The Rajma Rice was rich in flavors. Perfect stop for hungry travelers on NH10.,4,positive,0.7771,Reviewer_0294,December,2024,"cheap, quick_bite, breakfast, traveler_friendly"
295,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Maggi,Wonderful experience. The Maggi was delicious and the staff was very friendly and helpful.,4,positive,0.3788,Reviewer_0295,November,2023,"cheap, quick_bite, breakfast, traveler_friendly"
296,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Omelette,The Omelette was passable. I've had better Desi food elsewhere but this works in a pinch.,3,neutral,0.3404,Reviewer_0296,March,2023,"cheap, quick_bite, breakfast, traveler_friendly"
297,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Omelette,Best Indian food in Majhitar! The Omelette was cooked to perfection. Highly recommend.,4,positive,0.8154,Reviewer_0297,May,2023,"cheap, quick_bite, breakfast, traveler_friendly"
298,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Rajma Rice,Absolutely loved the food here! The Rajma Rice was outstanding and the service was very quick.,4,positive,0.8642,Reviewer_0298,May,2025,"cheap, quick_bite, breakfast, traveler_friendly"
299,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Tea,Loved the cozy atmosphere and the delicious Tea. The owner was very accommodating.,4,positive,0.703,Reviewer_0299,November,2023,"cheap, quick_bite, breakfast, traveler_friendly"
300,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Rajma Rice,The food quality is excellent. Had Rajma Rice and it was one of the best I've tasted in Sikkim.,4,positive,0.582,Reviewer_0300,June,2024,"cheap, quick_bite, breakfast, traveler_friendly"
301,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Omelette,Average food quality. The Omelette was edible but could be better. Service was acceptable.,3,neutral,0.2497,Reviewer_0301,December,2025,"cheap, quick_bite, breakfast, traveler_friendly"
302,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Paratha,Decent place for budget dining. The Paratha was okay for the price. Not a memorable experience.,3,neutral,0.0195,Reviewer_0302,December,2025,"cheap, quick_bite, breakfast, traveler_friendly"
303,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Maggi,Visited with family and everyone loved it. The Maggi was fresh and tasty. Good value for money.,4,positive,0.9508,Reviewer_0303,February,2025,"cheap, quick_bite, breakfast, traveler_friendly"
304,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Paratha,Best Desi food in Majhitar! The Paratha was cooked to perfection. Highly recommend.,4,positive,0.6299,Reviewer_0304,May,2024,"cheap, quick_bite, breakfast, traveler_friendly"
305,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Tea,Best Roadside food in Majhitar! The Tea was cooked to perfection. Highly recommend.,4,positive,0.402,Reviewer_0305,August,2025,"cheap, quick_bite, breakfast, traveler_friendly"
306,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Tea,Wonderful experience. The Tea was delicious and the staff was very friendly and helpful.,4,positive,0.7983,Reviewer_0306,January,2024,"cheap, quick_bite, breakfast, traveler_friendly"
307,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Tea,The Tea was so good we ordered twice! Service was fast and the staff was welcoming.,4,positive,0.9988,Reviewer_0307,January,2022,"cheap, quick_bite, breakfast, traveler_friendly"
308,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Paratha,Decent place for budget dining. The Paratha was okay for the price. Not a memorable experience.,3,neutral,0.0317,Reviewer_0308,March,2025,"cheap, quick_bite, breakfast, traveler_friendly"
309,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Paratha,Absolutely loved the food here! The Paratha was outstanding and the service was very quick.,4,positive,0.432,Reviewer_0309,June,2024,"cheap, quick_bite, breakfast, traveler_friendly"
310,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Rajma Rice,Decent place for budget dining. The Rajma Rice was okay for the price. Not a memorable experience.,3,neutral,0.3247,Reviewer_0310,March,2025,"cheap, quick_bite, breakfast, traveler_friendly"
311,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Rajma Rice,"Mixed experience. Some items like Rajma Rice were good, others were not so great.",3,neutral,0.036,Reviewer_0311,March,2024,"cheap, quick_bite, breakfast, traveler_friendly"
312,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Tea,Amazing ambiance and even better food! The Tea was perfectly seasoned. A must visit in Majhitar.,4,positive,0.5544,Reviewer_0312,February,2022,"cheap, quick_bite, breakfast, traveler_friendly"
313,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Maggi,Super tasty food! The Maggi was rich in flavors. Perfect stop for hungry travelers on NH10.,4,positive,0.4709,Reviewer_0313,September,2022,"cheap, quick_bite, breakfast, traveler_friendly"
314,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Omelette,The food quality is excellent. Had Omelette and it was one of the best I've tasted in Sikkim.,4,positive,0.8537,Reviewer_0314,October,2024,"cheap, quick_bite, breakfast, traveler_friendly"
315,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Omelette,Super tasty food! The Omelette was rich in flavors. Perfect stop for hungry travelers on NH10.,5,positive,0.9457,Reviewer_0315,February,2023,"cheap, quick_bite, breakfast, traveler_friendly"
316,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Cheesecake,Best Café food in Majhitar! The Cheesecake was cooked to perfection. Highly recommend.,4,positive,0.6438,Reviewer_0316,November,2024,"cafe, river_view, desserts, cheesy, romantic, scenic"
317,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Coffee,Such a hidden gem in Majhitar! The Coffee blew my mind. Prices are reasonable too.,5,positive,0.5758,Reviewer_0317,September,2024,"cafe, river_view, desserts, cheesy, romantic, scenic"
318,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Sandwiches,Excellent food and good portion sizes. The Sandwiches was filling and flavorful. Will definitely return.,4,positive,0.545,Reviewer_0318,December,2023,"cafe, river_view, desserts, cheesy, romantic, scenic"
319,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Sandwiches,We were a group of travelers and everyone enjoyed the meal. Sandwiches was the highlight. Great service.,5,positive,0.585,Reviewer_0319,April,2023,"cafe, river_view, desserts, cheesy, romantic, scenic"
320,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Coffee,Great place to stop while traveling to Gangtok. The Coffee here is amazing. Will visit again.,4,positive,0.8637,Reviewer_0320,September,2024,"cafe, river_view, desserts, cheesy, romantic, scenic"
321,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Pasta,"Clean restaurant, friendly owner, and delicious Pasta. Totally worth it. Loved every bite.",4,positive,0.8724,Reviewer_0321,October,2022,"cafe, river_view, desserts, cheesy, romantic, scenic"
322,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Cheesecake,Best Snacks food in Majhitar! The Cheesecake was cooked to perfection. Highly recommend.,5,positive,0.551,Reviewer_0322,July,2025,"cafe, river_view, desserts, cheesy, romantic, scenic"
323,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Sandwiches,Loved the cozy atmosphere and the delicious Sandwiches. The owner was very accommodating.,4,positive,0.7237,Reviewer_0323,November,2022,"cafe, river_view, desserts, cheesy, romantic, scenic"
324,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Pasta,"Clean restaurant, friendly owner, and delicious Pasta. Totally worth it. Loved every bite.",5,positive,0.6528,Reviewer_0324,March,2023,"cafe, river_view, desserts, cheesy, romantic, scenic"
325,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Cheesecake,We were a group of travelers and everyone enjoyed the meal. Cheesecake was the highlight. Great service.,4,positive,0.9781,Reviewer_0325,January,2022,"cafe, river_view, desserts, cheesy, romantic, scenic"
326,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Sandwiches,Okay experience overall. The Sandwiches lacked seasoning. Staff was polite but slow.,3,neutral,-0.0735,Reviewer_0326,June,2023,"cafe, river_view, desserts, cheesy, romantic, scenic"
327,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Pasta,Visited with family and everyone loved it. The Pasta was fresh and tasty. Good value for money.,5,positive,0.9659,Reviewer_0327,February,2024,"cafe, river_view, desserts, cheesy, romantic, scenic"
328,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Pasta,Great place to stop while traveling to Gangtok. The Pasta here is amazing. Will visit again.,5,positive,0.7628,Reviewer_0328,March,2024,"cafe, river_view, desserts, cheesy, romantic, scenic"
329,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Pasta,The Pasta was so good we ordered twice! Service was fast and the staff was welcoming.,5,positive,0.6968,Reviewer_0329,March,2023,"cafe, river_view, desserts, cheesy, romantic, scenic"
330,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Pasta,Wonderful experience. The Pasta was delicious and the staff was very friendly and helpful.,5,positive,0.7782,Reviewer_0330,October,2022,"cafe, river_view, desserts, cheesy, romantic, scenic"
331,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Coffee,Loved the cozy atmosphere and the delicious Coffee. The owner was very accommodating.,4,positive,0.9115,Reviewer_0331,November,2024,"cafe, river_view, desserts, cheesy, romantic, scenic"
332,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Pasta,Such a hidden gem in Majhitar! The Pasta blew my mind. Prices are reasonable too.,4,positive,0.487,Reviewer_0332,October,2022,"cafe, river_view, desserts, cheesy, romantic, scenic"
333,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Pasta,"Clean restaurant, friendly owner, and delicious Pasta. Totally worth it. Loved every bite.",4,positive,0.9278,Reviewer_0333,November,2024,"cafe, river_view, desserts, cheesy, romantic, scenic"
334,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Cheesecake,"Clean restaurant, friendly owner, and delicious Cheesecake. Totally worth it. Loved every bite.",4,positive,0.5092,Reviewer_0334,August,2022,"cafe, river_view, desserts, cheesy, romantic, scenic"
335,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Cheesecake,Super tasty food! The Cheesecake was rich in flavors. Perfect stop for hungry travelers on NH10.,5,positive,0.3889,Reviewer_0335,August,2025,"cafe, river_view, desserts, cheesy, romantic, scenic"
336,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Sandwiches,Great place to stop while traveling to Gangtok. The Sandwiches here is amazing. Will visit again.,4,positive,0.5711,Reviewer_0336,December,2024,"cafe, river_view, desserts, cheesy, romantic, scenic"
337,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Brownies,Super tasty food! The Brownies was rich in flavors. Perfect stop for hungry travelers on NH10.,4,positive,0.9922,Reviewer_0337,March,2024,"cafe, river_view, desserts, cheesy, romantic, scenic"
338,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Brownies,Authentic taste of Café right here in Majhitar. The Brownies was spot on. Very satisfied.,4,positive,0.7151,Reviewer_0338,August,2022,"cafe, river_view, desserts, cheesy, romantic, scenic"
339,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Sandwiches,The food quality is excellent. Had Sandwiches and it was one of the best I've tasted in Sikkim.,5,positive,0.6422,Reviewer_0339,January,2024,"cafe, river_view, desserts, cheesy, romantic, scenic"
340,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Cheesecake,Amazing ambiance and even better food! The Cheesecake was perfectly seasoned. A must visit in Majhitar.,4,positive,0.9117,Reviewer_0340,March,2024,"cafe, river_view, desserts, cheesy, romantic, scenic"
341,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Brownies,Excellent food and good portion sizes. The Brownies was filling and flavorful. Will definitely return.,4,positive,0.7255,Reviewer_0341,March,2025,"cafe, river_view, desserts, cheesy, romantic, scenic"
342,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Brownies,Authentic taste of Continental right here in Majhitar. The Brownies was spot on. Very satisfied.,4,positive,0.6534,Reviewer_0342,January,2022,"cafe, river_view, desserts, cheesy, romantic, scenic"
343,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Sandwiches,Amazing ambiance and even better food! The Sandwiches was perfectly seasoned. A must visit in Majhitar.,4,positive,0.6785,Reviewer_0343,October,2024,"cafe, river_view, desserts, cheesy, romantic, scenic"
344,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Cheesecake,Absolutely loved the food here! The Cheesecake was outstanding and the service was very quick.,4,positive,0.3829,Reviewer_0344,November,2025,"cafe, river_view, desserts, cheesy, romantic, scenic"
345,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Coffee,The food quality is excellent. Had Coffee and it was one of the best I've tasted in Sikkim.,4,positive,0.6988,Reviewer_0345,March,2024,"cafe, river_view, desserts, cheesy, romantic, scenic"
346,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Cheesecake,Super tasty food! The Cheesecake was rich in flavors. Perfect stop for hungry travelers on NH10.,4,positive,0.5878,Reviewer_0346,January,2025,"cafe, river_view, desserts, cheesy, romantic, scenic"
347,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Sandwiches,Decent place for a quick meal. The Sandwiches was okay but nothing extraordinary.,3,neutral,0.1351,Reviewer_0347,September,2024,"cafe, river_view, desserts, cheesy, romantic, scenic"
348,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Cheesecake,Average food quality. The Cheesecake was edible but could be better. Service was acceptable.,3,neutral,0.0432,Reviewer_0348,May,2022,"cafe, river_view, desserts, cheesy, romantic, scenic"
349,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Cheesecake,Wonderful experience. The Cheesecake was delicious and the staff was very friendly and helpful.,4,positive,0.9838,Reviewer_0349,June,2024,"cafe, river_view, desserts, cheesy, romantic, scenic"
350,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Pasta,We were a group of travelers and everyone enjoyed the meal. Pasta was the highlight. Great service.,4,positive,0.4438,Reviewer_0350,July,2022,"cafe, river_view, desserts, cheesy, romantic, scenic"
351,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Brownies,Absolutely loved the food here! The Brownies was outstanding and the service was very quick.,5,positive,0.3753,Reviewer_0351,September,2025,"cafe, river_view, desserts, cheesy, romantic, scenic"
352,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Pasta,Wonderful experience. The Pasta was delicious and the staff was very friendly and helpful.,5,positive,0.7441,Reviewer_0352,June,2024,"cafe, river_view, desserts, cheesy, romantic, scenic"
353,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Pasta,Wonderful experience. The Pasta was delicious and the staff was very friendly and helpful.,5,positive,0.6054,Reviewer_0353,May,2024,"cafe, river_view, desserts, cheesy, romantic, scenic"
354,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Pasta,Authentic taste of Continental right here in Majhitar. The Pasta was spot on. Very satisfied.,4,positive,0.8884,Reviewer_0354,December,2024,"cafe, river_view, desserts, cheesy, romantic, scenic"
355,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Brownies,"Clean restaurant, friendly owner, and delicious Brownies. Totally worth it. Loved every bite.",4,positive,0.8802,Reviewer_0355,November,2022,"cafe, river_view, desserts, cheesy, romantic, scenic"
356,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Coffee,Amazing ambiance and even better food! The Coffee was perfectly seasoned. A must visit in Majhitar.,4,positive,0.7294,Reviewer_0356,August,2024,"cafe, river_view, desserts, cheesy, romantic, scenic"
357,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Pasta,Such a hidden gem in Majhitar! The Pasta blew my mind. Prices are reasonable too.,4,positive,0.8589,Reviewer_0357,April,2022,"cafe, river_view, desserts, cheesy, romantic, scenic"
358,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Pasta,The Pasta was so good we ordered twice! Service was fast and the staff was welcoming.,4,positive,0.6623,Reviewer_0358,December,2025,"cafe, river_view, desserts, cheesy, romantic, scenic"
359,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Sandwiches,Wonderful experience. The Sandwiches was delicious and the staff was very friendly and helpful.,5,positive,0.8841,Reviewer_0359,October,2022,"cafe, river_view, desserts, cheesy, romantic, scenic"
360,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Brownies,Great place to stop while traveling to Gangtok. The Brownies here is amazing. Will visit again.,4,positive,0.3623,Reviewer_0360,March,2025,"cafe, river_view, desserts, cheesy, romantic, scenic"
361,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Pasta,Super tasty food! The Pasta was rich in flavors. Perfect stop for hungry travelers on NH10.,5,positive,0.4825,Reviewer_0361,August,2022,"cafe, river_view, desserts, cheesy, romantic, scenic"
362,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Sandwiches,Super tasty food! The Sandwiches was rich in flavors. Perfect stop for hungry travelers on NH10.,5,positive,0.4398,Reviewer_0362,June,2025,"cafe, river_view, desserts, cheesy, romantic, scenic"
363,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Sandwiches,Authentic taste of Continental right here in Majhitar. The Sandwiches was spot on. Very satisfied.,4,positive,0.5949,Reviewer_0363,September,2024,"cafe, river_view, desserts, cheesy, romantic, scenic"
